,id,code,statDate,pubDate,statDate.1,eps,adjusted_profit,operating_profit,value_change_profit,roe,inc_return,roa,net_profit_margin,gross_profit_margin,expense_to_total_revenue,operation_profit_to_total_revenue,net_profit_to_total_revenue,operating_expense_to_total_revenue,ga_expense_to_total_revenue,financing_expense_to_total_revenue,operating_profit_to_profit,invesment_profit_to_profit,adjusted_profit_to_profit,goods_sale_and_service_to_revenue,ocf_to_revenue,ocf_to_operating_profit,inc_total_revenue_year_on_year,inc_total_revenue_annual,inc_revenue_year_on_year,inc_revenue_annual,inc_operation_profit_year_on_year,inc_operation_profit_annual,inc_net_profit_year_on_year,inc_net_profit_annual,inc_net_profit_to_shareholders_year_on_year,inc_net_profit_to_shareholders_annual
0,287967,002006.XSHE,2019-12-31,2020-04-16,2019-12-31,-0.1255,-62376632.72,-20181191.97,-1386723.03,-6.12,-6.68,-3.07,-25.12,14.42,109.23,-25.62,-25.12,6.13,10.22,0.31,36.08,2.48,109.2,14.15,-8.25,89.41,-19.51,-4.46,-19.51,-4.46,-111.66,-520.59,-133.77,-436.49,-116.92,-479.87
0,22103,002007.XSHE,2015-06-30,2015-08-26,2015-06-30,0.2758,135402857.68,166050797.04,10671181.49,4.63,3.91,4.18,45.18,60.34,53.75,49.22,45.18,1.49,13.51,-2.98,86.37,5.55,84.45,92.06,29.81,64.45,43.34,20.45,43.34,20.45,53.76,2.28,49.82,11.45,44.19,7.2
0,101736,002008.XSHE,2016-09-30,2016-10-25,2016-09-30,0.22,226129607.1,225371244.2,-1293043.37,4.62,4.48,2.46,12.46,38.8,87.93,12.01,12.46,10.84,14.2,0.78,85.75,-0.49,96.9,96.94,7.72,63.97,9.07,-3.83,9.07,-3.83,-25.01,-24.38,-21.08,-18.08,-20.87,-17.96
0,107279,002008.XSHE,2016-12-31,2017-04-25,2016-12-31,0.1137,99846234.7,43415201.77,10764126.13,2.31,1.91,1.21,6.12,33.79,97.8,2.75,6.12,11.58,16.43,-0.53,34.36,8.52,82.33,86.26,36.69,1665.06,48.0,5.55,48.0,5.55,59.4,-75.82,-11.76,-48.17,-10.45,-48.03
0,260388,002008.XSHE,2019-09-30,2019-10-24,2019-09-30,0.2068,177503445.19,123015959.47,1421474.73,2.56,2.06,1.17,9.55,34.21,94.43,7.4,9.55,12.31,6.52,-1.99,65.23,0.75,80.42,117.99,37.68,676.84,-37.74,-15.28,-37.74,-15.28,-75.67,-37.81,-66.91,-1.46,-65.41,0.86
0,22197,002009.XSHE,2015-06-30,2015-08-22,2015-06-30,0.081,19526323.54,24748007.77,187811.58,1.8,1.35,0.8,7.01,24.8,94.49,5.56,7.01,5.05,8.46,2.32,72.93,0.55,75.1,74.57,-9.42,-170.82,0.3,22.22,0.3,22.22,-30.84,150.58,-9.88,97.62,-9.84,77.75
0,105964,002009.XSHE,2016-12-31,2017-04-15,2016-12-31,0.1033,28108490.13,26568413.19,2891360.17,2.07,1.52,0.6,3.29,22.18,96.91,3.42,3.29,5.07,9.43,0.81,59.36,6.46,73.44,100.73,11.27,365.29,14.14,31.51,14.14,31.51,34.24,54.61,-15.23,77.76,36.65,124.79
0,122215,002009.XSHE,2018-03-31,2018-04-13,2018-03-31,0.1925,62389637.42,72612816.16,9494216.58,3.5302,3.0869999999999997,1.4199,9.6799,24.1597,90.7235,11.1362,9.6799,1.9014,8.7487,2.7565,86.5681,11.3189,87.4447,90.9006,-0.2449,-2.6405,86.5321,8.7892,86.5321,8.7892,186.9703,355.444,174.0019,8087.2928,159.4771,1267.8514
0,129083,002009.XSHE,2018-06-30,2018-08-21,2018-06-30,0.1198,41497892.09,46813138.18,2706026.12,2.14,2.0,0.83,5.23,21.46,94.55,6.28,5.23,3.08,9.07,1.04,84.41,4.88,93.52,48.95,-20.65,-379.12,31.28,9.82,31.28,9.82,12.37,-38.06,28.45,-40.71,80.63,-37.81
0,260099,002009.XSHE,2019-09-30,2019-10-22,2019-09-30,0.0346,15567982.97,25665414.13,723124.14,0.62,0.76,0.0,0.02,19.13,96.77,0.75,0.02,2.67,7.33,1.66,331.54,9.34,121.35,94.29,-2.93,-90.58,-8.17,4.74,-8.17,4.74,-79.97,-76.61,-99.18,-99.13,-40.11,-43.1
0,98547,002010.XSHE,2016-06-30,2016-08-24,2016-06-30,0.1134,124015200.83,16042422.91,17669965.37,3.37,1.13,2.82,29.4,25.36,98.86,2.41,29.4,10.24,14.64,-2.14,3.3,3.64,33.58,133.38,27.15,2370.95,-13.95,42.98,-13.95,42.98,-58.69,204.86,368.88,409.62,433.44,408.18
0,111650,002010.XSHE,2017-06-30,2017-08-22,2017-06-30,0.0349,27353898.0,-10057154.0,41945292.0,1.0195,0.2453,0.7286,3.8026,14.3584,100.2829,4.0338,3.7806,5.0942,7.4683,0.8241,-4.9385,20.5968,24.0568,280.4214,-30.7539,10808.1064,153.7166,56.9841,152.2489,56.9511,211.5533,181.6571,-68.0892,2.2137,-69.8777,50.1706
0,253719,002011.XSHE,2019-06-30,2019-08-23,2019-06-30,0.4849,47545955.4,14209643.7,709823.11,17.76,1.9,4.09,17.26,17.71,99.41,18.93,17.26,3.81,4.82,2.58,3.12,0.16,10.69,51.87,6.83,1164.19,-1.2,7.02,-1.2,7.02,381312.62,845.02,23195.52,1011.9,2957.8,738.97
0,109994,002012.XSHE,2017-03-31,2017-04-29,2017-03-31,0.0368,3395765.75,7960352.5,12317522.0,1.4374,0.2836,1.2045,9.5078,26.3871,96.3664,9.2562,9.5078,6.3786,13.2527,1.3248,35.4584,54.8669,19.7299,87.2574,0.4078,11.2228,11.1985,-24.6262,11.1985,-24.6262,400.6473,-33.221,460.353,-34.6449,379.9441,-29.8923
0,237831,002012.XSHE,2018-12-31,2019-03-26,2018-12-31,0.0135,-1054559.6,466636.44,4307052.07,0.51,-0.09,0.63,3.9,24.48,99.84,4.37,3.9,4.97,5.74,1.24,4.52,41.69,-16.77,109.4,11.54,7369.82,-3.37,3.46,-3.37,3.46,34.65,8.62,10.61,4.9,-3.05,-23.79
0,22383,002013.XSHE,2015-12-31,2016-04-08,2015-12-31,0.3233,140155162.34,253713999.81,91131369.81,6.04,2.81,1.77,10.98,26.14,91.08,12.12,10.98,0.9,12.45,2.97,70.41,25.29,46.55,100.46,48.64,545.36,8.45,103.32,8.45,103.32,115.47,129.97,97.55,96.74,102.12,78.96
0,367823,002013.XSHE,2020-12-31,2021-03-15,2020-12-31,0.1162,416099894.35,418792454.08,29813346.29,3.58,3.3,1.64,12.57,33.91,89.32,15.11,12.57,0.09,14.89,0.79,74.63,5.31,92.2,138.05,52.65,492.96,4.05,26.67,4.05,26.67,13.05,65.87,14.42,64.68,17.61,62.16
0,102003,002015.XSHE,2016-09-30,2016-10-26,2016-09-30,-0.03,-11713170.28,-11713370.28,,-3.8,-3.8,-3.64,-21.13,-0.39,121.13,-21.13,-21.13,0.6,23.33,-0.02,100.01,,100.0,225.72,44.28,-209.52,-52.47,-71.23,-52.47,-71.23,-443.5,10.76,70.3,14.75,70.3,14.75
0,240322,002015.XSHE,2018-12-31,2019-04-19,2018-12-31,0.0106,5717296.11,3422827.41,1285293.3,0.8,1.07,0.71,2.94,9.71,97.69,2.89,2.94,0.46,4.34,-0.02,102.04,38.32,135.04,86.65,-2.12,-91.7,-2.14,29.03,-2.14,29.03,-66.9,308.93,-63.02,537.14,-61.55,636.3
0,252537,002015.XSHE,2019-06-30,2019-08-08,2019-06-30,0.20199999999999999,72218673.25,421699769.93,64759298.89,11.39,3.01,4.39,9.86,20.42,91.4,11.47,9.86,0.17,5.15,5.66,61.75,9.48,26.43,98.5,7.2,83.72,37.57,3009.48,37.57,3009.48,98.92,11007.95,43.76,9436.75,14.95,5490.78
0,98553,002017.XSHE,2016-06-30,2016-07-30,2016-06-30,0.0548,18577610.35,22214957.42,191780.87,2.27,2.22,1.46,6.6,27.39,93.23,6.83,6.6,6.59,12.9,-0.71,91.37,0.79,97.82,104.27,-5.84,-86.34,6.18,16.07,6.18,16.07,10.08,229.9,13.7,121.66,9.03,130.73
0,126454,002018.XSHE,2018-03-31,2018-04-27,2018-03-31,-0.0302,-67883777.16,-52474068.07,568535.43,-1.9825,-1.9569999999999999,-0.8621,-8.4388,7.8848,107.4532,-7.3725,-8.4388,0.9363,2.4269,1.3958,98.8498,-1.071,98.714,107.1117,-21.4971,288.4256,-84.1176,-77.8296,-84.1176,-77.8296,-132.4405,-153.9524,-148.1818,-182.0376,-159.4054,-203.8395
0,265973,002018.XSHE,2019-09-30,2019-10-31,2019-09-30,-0.006999999999999999,-17928735.18,-26624681.86,-407252.24,1.35,1.51,-2.39,-74.71,4.71,224.05,-114.45,-74.71,0.26,61.44,65.39,108.39,1.66,112.24,100.57,-27.25,21.96,-63.28,-26.2,-63.28,-26.2,70.18,-44.33,80.39,5.33,83.8,34.44
0,127684,002019.XSHE,2018-03-31,2018-04-28,2018-03-31,0.2694,315163094.47,382001247.67,7428509.13,4.9032,4.7519,3.5321,25.1691,56.5314,69.5078,31.1394,25.1691,11.232999999999999,8.2159,5.0176,97.3582,1.8933,96.9143,103.2917,31.3199,102.7146,44.61600000000001,-4.2416,44.61600000000001,-4.2416,58.3345,-11.7608,64.2576,-25.0889,63.1137,-24.1252
0,22761,002021.XSHE,2015-06-30,2015-08-29,2015-06-30,-0.048,-28617127.06,-33205792.98,-265282.88,-2.37,-2.05,-1.84,-15.74,11.69,115.56,-15.69,-15.74,9.06,17.53,2.06,98.23,0.78,86.77,55.58,-4.45,28.6,-27.64,-17.27,-20.85,-13.97,-353.39,-40.59,-1433.96,-110.52,-918.03,-105.7
0,22759,002021.XSHE,2015-12-31,2016-03-08,2015-12-31,-0.4924,-234471953.7,-352935994.25,-22112512.58,-28.77,-19.91,-20.21,-285.58,11.34,383.0,-300.73,-285.58,17.5,49.87,2.34,93.37,5.85,69.23,142.4,166.9,-58.98,-57.57,-11.51,-50.77,-11.51,-6686.01,-765.92,-1312.92,-728.99,-1986.89,-740.38
0,125497,002021.XSHE,2017-12-31,2018-04-26,2017-12-31,-0.0508,-40495020.83,-31143725.5,,-3.6615,-4.2432,-1.9712,-10.9737,18.0273,109.7686,-9.666,-10.9737,5.5963,15.4409,2.9722,102.1503,,115.8887,102.399,2.6809,-27.4438,95.2039,22.4719,95.2039,22.4719,-134.9335,-77.9015,-138.062,-143.4574,-139.4203,-141.4422
0,127057,002021.XSHE,2018-03-31,2018-04-28,2018-03-31,-0.0166,-10736694.55,-13047054.84,,-1.2271,-1.1531,-0.6869,-3.9577,17.0,104.2481,-4.2125,-3.9577,4.6401,10.0408,4.293,103.99700000000001,,93.97200000000001,115.0367,10.4991,-247.1457,25.6076,-3.6666,25.6076,-3.6666,30.8854,58.0168,35.2901,65.2571,37.0568,67.3027
0,291739,002021.XSHE,2019-12-31,2020-04-28,2019-12-31,0.0838,-141135987.35,-23447231.69,4207989.75,8.47,-20.75,5.07,40.4,20.6,116.44,-16.09,40.4,8.87,19.12,6.94,-40.7,7.31,-244.92,101.54,4.18,-25.43,-40.67,3.93,-40.67,3.93,90.97,-29.61,122.06,423.44,122.06,423.44
0,378015,002021.XSHE,2020-12-31,2021-04-29,2020-12-31,-0.0768,-55940552.11,-21407987.48,-26806789.58,-8.04,-8.52,-6.0,-34.38,6.57,113.94,-35.21,-34.38,1.9,9.14,4.32,39.44,49.39,105.92,121.39,-2.55,18.29,7.7,5.28,7.7,5.28,-135.67,-327.04,-191.65,-323.86,-191.65,-323.86
0,113466,002027.XSHE,2017-06-30,2017-08-30,2017-06-30,0.1632,1342934656.0,1556709120.0,,17.8453,16.8036,10.3986,44.1687,73.2205,51.6588,64.7404,44.1687,18.0318,3.8711,-1.9853,93.5505,,94.1622,83.3806,27.2562,56.3829,14.109000000000002,33.0455,14.109000000000002,33.0455,83.8977,107.5038,13.6375,29.1777,13.9368,28.8619
0,23228,002031.XSHE,2016-03-31,2016-04-30,2016-03-31,0.0185,7594936.32,8888410.19,3347178.41,0.45,0.25,0.32,7.42,28.46,95.44,6.28,7.42,3.08,11.85,8.17,54.31,20.45,56.11,82.3,18.36,402.2,-12.64,-5.12,-12.64,-5.12,-77.84,-49.07,-69.82,-7.25,-71.8,-3.82
0,253722,002031.XSHE,2019-06-30,2019-08-23,2019-06-30,0.0003,65142.51,28767640.13,-1693263.16,0.02,0.0,0.42,8.13,38.11,90.92,8.77,8.13,4.02,8.54,7.05,103.63,-6.1,10.22,109.72,4.34,47.79,-20.9,-3.59,-20.9,-3.59,-53.37,-22.98,-49.13,-4.26,-97.18,-90.72
0,23278,002032.XSHE,2015-06-30,2015-08-28,2015-06-30,0.2599,151072570.68,212025979.54,11898498.74,4.15,3.81,2.86,7.9,28.06,91.06,9.44,7.9,14.74,3.45,-0.18,92.5,5.19,91.86,59.05,3.92,43.92,15.99,-21.08,15.99,-21.08,17.93,-27.1,16.67,-25.95,15.85,-28.69
0,121741,002032.XSHE,2017-12-31,2018-03-31,2017-12-31,0.5007,342743938.15,389037773.1,22669081.32,8.0973,6.7486,4.6958,11.1325,29.5432,89.459,13.4114,11.1325,14.6291,3.1591,0.0072,82.5145,4.8081,83.3442,236.25900000000001,7.0182,66.5801,18.4616,2.8863,18.4616,2.8863,55.255,36.7797,22.4547,37.0954,22.6839,37.3569
0,123762,002032.XSHE,2018-03-31,2018-04-24,2018-03-31,0.5509,439365304.99,585339810.34,12913086.82,8.3839,8.1415,4.9513,9.2531,31.0678,88.0225,12.3306,9.2531,15.8372,2.4769,-0.0033,97.1091,2.1423,97.1095,63.6977,9.0164,75.2781,21.2438,32.4136,21.2438,32.4136,27.5482,21.7435,21.7498,10.0586,21.9174,10.0196
0,126273,002034.XSHE,2017-12-31,2018-04-27,2017-12-31,0.9152,42372979.29,226512645.3,194130.59,10.7459,2.0305,8.5121,30.618000000000002,44.5356,73.0811,37.1415,30.618000000000002,0.3753,8.2008,5.5073,73.3833,0.0629,18.8954,109.3819,57.2463,212.662,-13.9415,312.725,-13.9415,312.725,136.7639,8382.1459,54.735,4714.2838,83.1045,4665.2941
0,23420,002035.XSHE,2015-03-31,2015-04-16,2015-03-31,0.1018,31864687.94,35854101.11,668079.58,2.47,2.15,1.46,4.97,35.48,95.33,4.76,4.97,22.03,8.01,-0.72,85.4,1.59,87.2,78.49,-5.61,-120.05,-18.94,-37.72,-18.94,-37.72,-30.78,-51.69,-20.17,-53.6,-20.71,-53.84
0,111517,002035.XSHE,2017-06-30,2017-08-21,2017-06-30,0.2727,158372544.0,186143216.0,4244489.0,8.6223,8.6069,4.4816,10.5719,46.0995,88.0036,12.4904,10.5719,27.5507,5.8969,-0.4488,95.9091,2.1869,99.822,67.4926,11.4061,95.0789,29.1696,34.2324,29.1696,34.2324,53.6872,121.6777,48.9139,102.6013,48.9115,105.669
0,105078,002036.XSHE,2016-12-31,2017-03-28,2016-12-31,0.1333,62694130.64,76784619.74,9085001.44,4.93,3.98,2.42,6.4,12.92,94.48,6.18,6.4,0.38,5.27,0.82,72.81,8.62,80.8,43.76,24.22,438.57,158.38,67.3,158.38,67.3,-1.79,47.63,1.64,36.38,-6.41,21.9
0,108364,002036.XSHE,2017-03-31,2017-04-27,2017-03-31,0.0189,9168735.0,9138920.0,1880300.0,0.6846,0.569,0.3193,1.8496,10.3087,98.6472,1.6311,1.8496,0.7067,6.2292,1.8206,68.4168,14.0765,83.1231,119.0252,0.2482,18.3506,150.7704,-51.4072,150.7704,-51.4072,446.8947,-87.1675,15.7372,-85.9553,17.8745,-85.7835
0,123764,002036.XSHE,2018-03-31,2018-04-24,2018-03-31,0.0398,11100307.19,12309628.12,-2247098.17,1.1811,0.5904,0.441,2.5006,11.1305,98.6399,2.5501,2.5006,0.675,6.6155,2.0256,53.4445,-9.7562,49.9861,130.4091,-1.6715,-122.8993,33.9721,-37.1371,33.9721,-37.1371,109.45299999999999,-85.6814,81.1198,-83.2317,101.3251,-83.3707
0,125963,002037.XSHE,2018-03-31,2018-04-27,2018-03-31,0.0154,2399591.05,6279782.7,200000.0,0.2444,0.1161,0.0381,0.2957,15.0088,99.3743,0.998,0.2957,2.6213,7.7921,3.6414,55.2103,1.7583,47.4764,72.2489,-24.998,-3995.1604,43.4729,-33.7777,43.4729,-33.7777,-39.9605,-71.1142,-63.6975,-84.76100000000001,-21.9084,-63.7935
0,24136,002041.XSHE,2016-03-31,2016-04-26,2016-03-31,0.1366,118584297.87,139369989.23,21120766.4,5.21,5.14,3.41,31.81,48.06,69.58,35.03,31.81,5.46,10.93,-0.12,85.98,13.03,98.62,59.58,8.17,26.87,64.22,-48.03,64.22,-48.03,52.96,-52.9,43.38,-49.81,37.91,-36.44
0,98574,002041.XSHE,2016-06-30,2016-08-22,2016-06-30,0.1257,109303585.1,94941005.72,22621039.39,4.57,4.51,2.7,41.73,58.42,65.16,43.14,41.73,10.16,15.84,-0.22,79.7,18.99,98.83,71.72,-39.17,-112.43,-15.86,-40.53,-15.86,-40.53,1.65,-26.75,4.98,-21.98,22.86,-8.03
0,111655,002041.XSHE,2017-06-30,2017-08-22,2017-06-30,0.0866,75228800.0,40042192.0,18723600.0,2.775,2.739,1.4164,25.0047,43.9059,83.8158,23.7519,25.0047,10.5282,13.8579,-0.3276,66.7983,31.2347,98.7033,65.4558,3.1889999999999996,19.7046,-9.2018,21.8962,-9.2018,21.8962,-50.013000000000005,10.2056,-45.5957,22.1695,-31.0829,68.8085
0,130465,002041.XSHE,2018-06-30,2018-08-28,2018-06-30,0.0163,17198545.62,-21687899.39,16727155.59,0.51,0.61,0.04,0.92,32.25,113.81,-1.31,0.92,15.4,28.26,-0.2,316.37,-244.01,119.86,58.76,-20.6,149.2,-36.51,12.72,-36.51,12.72,-103.37,-118.42,-97.66,-87.68,-81.17,-26.37
0,24182,002042.XSHE,2015-12-31,2016-04-08,2015-12-31,0.0541,-29405904.16,-31641390.66,-25663050.3,1.24,-0.81,0.53,5.7,22.32,103.67,-6.65,5.7,6.43,10.1,8.83,-53.47,-43.37,-65.24,157.55,-23.58,642.34,9.31,-59.18,9.31,-59.18,50.35,-348.36,284.12,-23.8,249.04,-30.13
0,24181,002042.XSHE,2016-03-31,2016-04-22,2016-03-31,0.1222,77411793.65,64151108.08,-456355.11,2.74,2.08,1.11,5.83,13.39,96.38,3.6,5.83,3.19,4.43,2.31,53.54,-0.38,76.05,95.41,12.38,341.88,10.22,105.56,10.22,105.56,329.79,211.15,23.75,110.13,20.58,125.84
0,24228,002043.XSHE,2015-06-30,2015-08-14,2015-06-30,0.044000000000000004,17084043.91,21441604.02,2866139.24,2.62,2.11,2.0,4.8,17.06,95.08,5.58,4.8,4.06,6.62,-0.1,85.88,11.48,80.22,115.37,24.39,495.8,10.51,75.85,10.51,75.85,64.87,393.63,33.01,334.84,37.14,344.81
0,111656,002043.XSHE,2017-06-30,2017-08-22,2017-06-30,0.128,97981992.0,119302440.0,9873063.0,6.6045,5.8713,4.8989,9.5278,17.1109,89.61399999999999,11.5841,9.5278,3.1962,2.9514,0.0481,88.6994,7.3405,88.8984,115.7223,18.3113,176.3085,71.3305,69.8406,71.3305,69.8406,46.3092,145.2213,43.4933,129.7512,43.9616,130.894
0,107993,002044.XSHE,2017-03-31,2017-04-26,2017-03-31,-0.0437,-106754072.0,-121303272.0,-14062201.0,-3.2454,-3.2749,-1.8546,-20.3525,27.2255,121.8566,-24.3903,-20.3525,33.449,12.4383,3.1008,89.6084,10.3879,100.9093,132.375,-37.334,170.8133,79.6051,-53.7214,79.6051,-53.7214,21.2321,-139.174,18.8402,-142.4177,18.0342,-143.4403
0,133917,002044.XSHE,2018-09-30,2018-10-30,2018-09-30,0.08,242083996.02,334545083.04,15852596.38,4.02,3.82,1.98,12.94,48.94,84.52,16.19,12.94,23.12,6.29,3.29,91.81,4.35,94.91,86.37,14.42,98.29,23.6,0.94,23.6,0.94,5.8,-15.48,9.85,-7.93,7.22,-4.8
0,339033,002044.XSHE,2020-09-30,2020-10-31,2020-09-30,0.0678,264974348.21,493748204.15,8897463.93,3.95,3.94,1.84,11.88,45.92,81.04,18.4,11.88,19.56,4.87,2.06,109.5,1.97,99.88,63.67,1.12,5.93,-1.22,103.58,-1.22,103.58,-6.55,270.18,-23.6,248.15,-29.15,244.28
0,371157,002044.XSHE,2020-12-31,2021-04-13,2020-12-31,0.2736,-71484689.45,639425799.78,1155996942.79,14.46,-0.96,6.74,34.86,47.65,81.17,40.74,34.86,20.79,5.94,1.42,46.23,83.57,-6.67,121.32,49.32,261.93,51.1,30.39,51.1,30.39,232.91,188.68,201.73,282.57,185.15,303.72
0,98580,002047.XSHE,2016-06-30,2016-08-26,2016-06-30,0.1007,127255406.3,179043451.13,-2912700.8,5.06,5.06,1.85,8.03,17.44,89.55,10.28,8.03,0.42,2.71,1.54,101.72,-1.65,100.07,63.77,-14.08,-134.71,-4.45,23.49,-4.45,23.49,17.35,120.93,15.13,148.92,17.51,136.14
0,127061,002047.XSHE,2018-03-31,2018-04-28,2018-03-31,0.0595,79762683.04,92721746.63,-1630539.51,2.1146,2.1139,0.9187,6.5047,16.8921,92.2043,7.6586,6.5047,0.5503,3.8333,3.0936,101.7476,-1.7893,99.9668,99.2485,-58.8209,-754.5298,-8.2748,-49.4708,-8.2748,-49.4708,11.702,-9.7653,11.2497,-17.1294,26.5273,-4.9628
0,106286,002048.XSHE,2016-12-31,2017-04-19,2016-12-31,0.48200000000000004,236620736.13,409428579.97,42939325.29,4.99,4.62,3.09,9.32,24.07,89.84,11.22,9.32,3.34,7.33,0.21,90.77,9.52,92.63,67.39,10.2,100.48,36.64,42.46,36.64,42.46,263.04,70.67,637.09,65.23,791.65,73.24
0,133333,002049.XSHE,2018-09-30,2018-10-27,2018-09-30,0.2769,48280533.81,58077653.5,108691236.54,4.52,1.3,3.04,25.68,34.56,91.17,27.55,25.68,2.9,6.48,-0.76,32.06,60.0,28.74,78.88,-3.22,-36.43,29.71,22.35,29.71,22.35,79.07,126.58,86.59,133.66,87.6,132.23
0,239774,002049.XSHE,2018-12-31,2019-04-11,2018-12-31,0.0993,43389125.01,41800010.82,1499670.71,1.6,1.15,1.09,8.08,30.64,94.41,7.89,8.08,3.8,13.14,0.48,71.36,2.56,72.04,130.57,56.7,1014.06,43.36,13.66,43.36,13.66,-20.24,-67.45,-9.09,-64.24,-9.9,-64.15
0,98585,002052.XSHE,2016-06-30,2016-08-24,2016-06-30,-0.0788,-57183851.03,-49527740.09,-2686190.3,-3.92,-3.82,-2.22,-34.56,17.36,129.12,-30.7,-34.56,28.79,22.38,-0.78,86.48,4.69,97.27,115.6,1.36,-4.68,-53.28,28.95,-53.28,28.95,-2093.7,-62.77,-722.35,-546.97,-722.35,-546.97
0,112255,002052.XSHE,2017-06-30,2017-08-25,2017-06-30,0.0008,-7817624.5,-6405050.5,-1256877.0,0.0638,-0.8507,0.0309,0.3001,27.494,103.2794,-2.3732,0.3001,8.0455,13.6639,6.7168,-838.3399,-164.5093,-1333.9821,78.8677,-31.0873,947.9609,14.8279,3.5122,14.8279,3.5122,91.1228,-1051.259,100.9968,-60.7631,100.9968,-60.7631
0,114043,002052.XSHE,2017-09-30,2017-10-21,2017-09-30,-0.0408,-32712117.33,-31779490.17,-1200020.21,-3.3666,-3.6171,-1.6332,-23.0468,18.949,124.0555,-22.8697,-23.0468,11.4106,22.9104,6.8032,104.4553,3.9443,107.4396,83.5677,-51.3603,213.5078,8.1524,-32.36,8.1524,-32.36,64.9697,-551.8225,63.6208,-5295.4064,63.6208,-5295.4064
0,130725,002052.XSHE,2018-06-30,2018-08-29,2018-06-30,-0.0041,-3108160.51,-2909793.19,-488984.14,-0.34,-0.35,-0.18,-1.33,12.98,101.26,-1.33,-1.33,6.27,13.39,-1.7,94.03,15.8,100.92,75.13,-8.16,647.35,18.23,24.3,18.23,24.3,32.56,89.32,-625.56,88.4,-625.56,88.4
0,245758,002053.XSHE,2019-03-31,2019-04-27,2019-03-31,0.1802,25222470.12,164789019.47,3276991.94,4.36,0.8,2.5,28.21,60.63,68.26,33.57,28.21,15.0,7.33,4.1,94.89,1.89,18.39,54.05,5.93,18.69,10.95,10.93,10.95,10.93,28.64,229.52,25.83,272.39,24.32,271.19
0,254180,002053.XSHE,2019-06-30,2019-08-27,2019-06-30,0.0961,71919862.12,87830412.47,392098.44,1.88,1.85,1.06,17.86,51.75,80.37,20.84,17.86,15.18,9.72,4.95,95.43,0.43,98.33,83.97,22.15,112.87,7.6,-13.81,7.6,-13.81,68.49,-46.48,78.14,-45.42,73.8,-46.67
0,130262,002054.XSHE,2018-06-30,2018-08-28,2018-06-30,0.0613,16171324.01,26043121.88,7823320.71,1.44,0.91,1.03,6.16,27.64,94.7,7.8,6.16,6.8,11.66,1.67,66.73,20.05,62.93,87.04,18.03,340.37,-32.09,43.99,-32.09,43.99,36.3,867.43,41.88,1345.11,21.53,826.7
0,255354,002055.XSHE,2019-06-30,2019-08-30,2019-06-30,0.0118,1039473.46,-12136969.72,17557088.23,0.21,0.04,0.14,0.85,16.74,100.72,0.95,0.85,2.69,7.29,2.42,-109.74,158.75,18.38,98.03,5.68,-792.45,-12.32,8.28,-12.32,8.28,-22.39,39.07,-46.41,-21.17,-70.95,-74.06
0,261061,002057.XSHE,2019-09-30,2019-10-26,2019-09-30,0.0475,19239157.51,24397509.33,417147.41,1.97,1.39,1.43,8.47,26.16,92.43,9.65,8.47,3.29,7.9,0.46,77.58,1.33,70.48,66.96,9.71,128.34,-5.13,-8.71,-5.13,-8.71,-24.6,-15.02,-23.57,-15.44,-23.57,-15.44
0,288327,002057.XSHE,2019-12-31,2020-04-20,2019-12-31,0.0568,32216593.49,38075565.19,1590203.55,2.31,2.28,1.61,8.58,25.23,90.07,10.84,8.58,3.53,6.16,0.79,99.81,4.17,98.61,78.43,39.07,393.61,20.84,18.98,20.84,18.98,302.62,33.69,107.39,20.58,104.15,19.68
0,98591,002058.XSHE,2016-06-30,2016-08-27,2016-06-30,0.0223,-2507540.13,-3173247.45,,1.79,-1.4,1.25,12.0,35.84,114.17,9.41,12.0,14.83,30.04,-0.24,-109.33,,-78.53,83.19,10.92,-77.09,-1.1,51.48,-1.1,51.48,179.32,134.46,209.73,148.72,249.73,159.96
0,24896,002059.XSHE,2015-12-31,2016-04-21,2015-12-31,0.0517,35186577.57,80217576.25,345721.95,2.28,2.13,1.64,11.05,38.75,86.58,13.48,11.05,2.41,7.58,1.17,100.3,0.43,93.07,72.46,29.93,223.03,30.5,93.49,30.5,93.49,-4.73,92.57,-19.38,72.48,-29.16,9.34
0,101749,002059.XSHE,2016-09-30,2016-10-25,2016-09-30,0.043,30554619.33,43668192.32,-10121.95,1.81,1.76,0.9,10.02,25.84,87.96,12.04,10.02,4.04,7.27,2.16,97.61,-0.02,97.33,99.8,11.6,96.29,17.35,-24.47,17.35,-24.47,4.35,-43.54,-5.14,-40.24,-9.2,-27.76
0,105669,002059.XSHE,2016-12-31,2017-04-13,2016-12-31,0.0057,-11152101.93,7938812.41,3991418.93,0.26,-0.69,0.31,2.68,25.75,98.31,2.54,2.68,4.65,9.01,2.08,30.14,15.15,-266.51,78.98,1.31,77.43,-21.47,29.48,-21.47,29.48,-85.13,-72.67,-80.45,-65.38,-88.4,-86.67
0,121846,002059.XSHE,2017-12-31,2018-04-02,2017-12-31,0.0475,34231475.64,87930072.9,-265621.61,2.2681,2.235,1.4274,8.3328,30.774,88.9894,11.54,8.3328,2.364,6.3368,1.8668,98.4922,-0.2975,98.5415,70.3678,3.3396,30.3312,69.0466,162.2186,69.0466,162.2186,1121.1371,255.31099999999998,583.971,169.3594,1389.9213,95.4553
