,id,code,statDate,pubDate,statDate.1,cash_equivalents,settlement_provi,lend_capital,trading_assets,bill_receivable,account_receivable,advance_payment,insurance_receivables,reinsurance_receivables,reinsurance_contract_reserves_receivable,interest_receivable,dividend_receivable,other_receivable,bought_sellback_assets,inventories,non_current_asset_in_one_year,other_current_assets,total_current_assets,loan_and_advance,hold_for_sale_assets,hold_to_maturity_investments,longterm_receivable_account,longterm_equity_invest,investment_property,fixed_assets,constru_in_process,construction_materials,fixed_assets_liquidation,biological_assets,oil_gas_assets,intangible_assets,development_expenditure,good_will,long_deferred_expense,deferred_tax_assets,other_non_current_assets,total_non_current_assets,total_assets,shortterm_loan,borrowing_from_centralbank,deposit_in_interbank,borrowing_capital,trading_liability,notes_payable,accounts_payable,advance_peceipts,sold_buyback_secu_proceeds,commission_payable,salaries_payable,taxs_payable,interest_payable,dividend_payable,other_payable,reinsurance_payables,insurance_contract_reserves,proxy_secu_proceeds,receivings_from_vicariously_sold_securities,non_current_liability_in_one_year,other_current_liability,total_current_liability,longterm_loan,bonds_payable,longterm_account_payable,specific_account_payable,estimate_liability,deferred_tax_liability,other_non_current_liability,total_non_current_liability,total_liability,paidin_capital,capital_reserve_fund,treasury_stock,specific_reserves,surplus_reserve_fund,ordinary_risk_reserve_fund,retained_profit,foreign_currency_report_conv_diff,equities_parent_company_owners,minority_interests,total_owner_equities,total_sheet_owner_equities
0,112175,000893.XSHE,2017-09-30,2017-10-31,2017-09-30,243107821.85,,,,,57654000.48,200719429.86,,,,,,1295545.8,,70883542.98,,271672463.64,845469504.61,,2000000.0,,,,,650486067.41,138400588.76,,,,,3494552907.79,,,3163496.56,1327073.65,3225965.92,4293156100.09,5138625604.7,,,,,,,304362206.54,187096826.22,,,4228317.84,16948929.45,,,8478781.47,,,,,,737736.6,521852798.12,,,,,,,,,521852798.12,756903272.0,3770748702.52,,,31563109.2,,-298359882.93,,4265060769.98,351712036.6,4616772806.58,5138625604.7
0,123660,000893.XSHE,2017-12-31,2018-04-28,2017-12-31,498640555.47,,,,,28484093.24,44807575.32,,,,,,1536846.97,,39814889.91,,31172671.28,644481632.19,,,,,,,648102876.12,151090670.58,,,,,898681362.68,,,2417777.77,354251.29,3077133.82,1703724072.26,2348205704.45,,,,,,,259048963.18,29049672.99,,,6847267.89,26511552.48,,,22427836.23,,,,,,3499536.12,347384828.89,,,,,,,,,347384828.89,756903272.0,3764748702.52,,,31563109.2,,-2648693335.9,,1908750149.67,92070725.89,2000820875.56,2348205704.45
0,154436,000893.XSHE,2019-09-30,2019-10-29,2019-09-30,471512264.71,,,,,35399071.69,14155236.75,,,,,,1459386.42,,68774613.52,,34623111.37,625923684.46,,,,,,,769894163.61,55478677.49,,,,,2768787390.97,,,297061.14,482239.79,,3594939533.0,4220863217.46,,,,,,,168396104.72,17149096.29,,,5473121.2,92573860.65,,,19469397.18,,,,,,300000.0,303361580.04,,,,,,,,,303361580.04,756903272.0,3764748702.52,,,31563109.2,,-910105642.53,,3646107789.84,271393847.58,3917501637.42,4220863217.46
0,17915,000897.XSHE,2015-09-30,2015-10-29,2015-09-30,615842560.0,,,,,109224800.0,32337660.0,,,,,,138013424.0,,5022974464.0,,36334712.0,5954727936.0,,140197424.0,,,211942144.0,,8193710.5,,,,,,1199915.125,,,912685.625,44457632.0,,406903520.0,6361631232.0,1380000000.0,,,,,30000000.0,399116512.0,1530589056.0,,,16005078.0,61763188.0,2512700.0,982913.9375,85353712.0,,,,,92000000.0,,3598323200.0,1028499968.0,,128442.9688,,,14045943.0,,1042674368.0,4640997376.0,1617272192.0,302064960.0,,,64940032.0,,-612121472.0,,1372155776.0,348477888.0,1720633600.0,6361631232.0
0,111941,000897.XSHE,2017-09-30,2017-10-31,2017-09-30,1082147435.84,,,,,96015208.39,3650087.01,,,,,,19984868.55,,4593730607.94,,115204495.32,5910732703.05,,35562484.98,,,94456957.12,,9426735.4,,,,,,631389.62,,,589203.8,50912263.13,,191579034.05,6102311737.1,1065500000.0,,,,,,421990911.3,1499623575.5,,,18702526.68,93180556.21,5858248.21,982913.96,80334509.64,,,,,70530043.0,,3256703284.5,1392000000.0,,84410.41,,,7281961.91,,1399366372.32,4656069656.82,1617272234.0,309650785.39,,,64940033.27,,-741319549.34,,1250543503.32,195698576.96,1446242080.28,6102311737.1
0,100618,000899.XSHE,2016-12-31,2017-04-11,2016-12-31,1020777280.0,,,,71929448.0,415184096.0,42743876.0,,,,,,47822120.0,,146328608.0,,21739234.0,1766524672.0,,88996280.0,,,1103526016.0,,3646005760.0,450775168.0,338483.375,,,,2958622.5,,,,5676312.5,502874496.0,5801151488.0,7567675904.0,1050000000.0,,,,,,297019584.0,,,,12547158.0,5637324.5,3074357.75,,85810192.0,,,,,200000000.0,,1654088576.0,1135000064.0,,,,,7972500.0,,1144901632.0,2798990080.0,975677760.0,2433475840.0,,,317975744.0,,1017638912.0,,4768685568.0,,4768685568.0,7567675904.0
0,122830,000899.XSHE,2018-03-31,2018-04-28,2018-03-31,64681591.39,,,,39053231.8,156871513.28,18797239.66,,,,,,48108446.41,,136014969.21,,1087879234.6,1551406226.35,,32836280.29,,,1208291239.71,,3415454228.87,424273843.4,327233.38,1179978.6,,,2710990.87,,,,5638580.38,745986581.25,5836698956.75,7388105183.1,1340000000.0,,,,,,263103336.82,,,,5271096.47,10596368.73,3517645.8,,73898988.8,,,,,260000000.0,,1956387436.62,935000000.0,,,,3748829.54,,,940526971.09,2896914407.71,975677760.0,2433539567.35,,,319620736.16,,762352711.88,,4491190775.39,,4491190775.39,7388105183.1
0,93914,000901.XSHE,2016-06-30,2016-08-27,2016-06-30,216254496.0,,,,93728608.0,479705376.0,177833104.0,,,,,,21574154.0,,513588192.0,,1038424.6875,1503722368.0,,49500000.0,,,1018948.75,23922124.0,231728592.0,95005600.0,,,,,96128288.0,42245604.0,81623776.0,8142227.0,6030240.0,,635345408.0,2139067776.0,36500000.0,,,,,108072304.0,186277792.0,90004520.0,,,1126874.125,7746589.5,,6858922.0,20418086.0,,,,,30000000.0,,487005088.0,95590912.0,,,12556450.0,,,,127765696.0,614770752.0,323624224.0,642492032.0,,1824867.375,52271732.0,,371872256.0,,1392085120.0,132211848.0,1524296960.0,2139067776.0
0,99125,000902.XSHE,2016-09-30,2016-10-31,2016-09-30,545164224.0,,,,141649472.0,260871456.0,487009248.0,,,,,,59562756.0,,1373648768.0,,946146816.0,3814052608.0,,1000000.0,,,,,2297787136.0,265585552.0,9507928.0,,,,366380608.0,,,35330156.0,28065808.0,696209344.0,3699866624.0,7513919488.0,,,,,,,951952768.0,660558464.0,,,112126624.0,92690296.0,,,139007776.0,,,,,,,1956335872.0,,,,,,,,83900456.0,2040236416.0,1343384960.0,689987200.0,118190416.0,55488320.0,190492096.0,,2990622720.0,,5151784960.0,321898112.0,5473682944.0,7513919488.0
0,100620,000902.XSHE,2016-12-31,2017-04-12,2016-12-31,536868352.0,,,,502030464.0,56338132.0,379975424.0,,,,,,35877528.0,,1779052672.0,,746740544.0,4036882944.0,,271819424.0,,,,,2566775296.0,262870464.0,319298.3125,,1509198.125,,483732128.0,,,40178964.0,30176250.0,194746976.0,3852128000.0,7889011200.0,9658901.0,,,,,,926965312.0,1213669888.0,,,48074956.0,62565796.0,,,192196128.0,,,,,,,2453131008.0,,,3717053.0,,,,,96573944.0,2549704960.0,1343384960.0,652431040.0,73573320.0,56134216.0,237142352.0,,2970174464.0,,5185655296.0,153650816.0,5339305984.0,7889011200.0
0,110875,000902.XSHE,2017-09-30,2017-10-28,2017-09-30,1308596621.86,,,,510683080.24,341175769.46,775326537.84,,,,,,317707772.19,,1226845369.5,,468678836.32,4949013987.41,,52000000.0,,,,,2470701271.22,284093615.49,63937.93,,1084080.31,,480344412.14,,,38786962.77,34200272.42,184268117.38,3545542669.66,8494556657.07,10074250.17,,,,,,1156338483.53,911859514.82,,,149140808.45,74786637.85,,,318680493.78,,,,,,,2620880188.6,,,3061549.14,,,,,120820692.75,2741700881.35,1332897010.0,589345729.47,,60016164.47,237142353.2,,3367741287.91,,5586922041.06,165933734.66,5752855775.72,8494556657.07
0,144036,000902.XSHE,2019-06-30,2019-08-20,2019-06-30,2016000129.04,,,,423254052.41,242046401.55,483151561.85,,,,,,170761077.05,,1924742650.6,,187830067.47,5447785939.97,,,,,12789823.81,,2726772483.97,83989793.2,,,1273680.1,,572220583.2,,,35568611.99,43115940.4,160079413.98,3744112830.65,9191898770.62,9679143.56,,,,,,813970618.46,1019879499.12,,,125279594.29,80605609.36,,2220000.0,273123819.41,,,,,564835.76,,2325323119.96,,,1144363.02,,,5410057.6,,133725915.49,2459049035.45,1332897010.0,482112894.12,14542659.0,124055140.5,308226399.81,,4314230480.1,,6547003242.44,185846492.73,6732849735.17,9191898770.62
0,208943,000908.XSHE,2020-09-30,2020-10-30,2020-09-30,274039467.3,,,,28276896.08,860951828.0,39762928.19,,,,,,106852348.2,,214840974.24,,12312480.26,1556283927.94,,,,,447049512.63,,755250707.91,286991958.61,,,,,95814125.69,246925897.77,386685931.33,112107653.23,61513667.9,7850000.0,2420462182.07,3976746110.01,905000000.0,,,,,,136241646.94,105000000.0,,,3171994.02,36885163.73,26678038.75,,136492814.61,,,,,182681614.96,,1545048573.69,624999.97,388044200.0,44832746.8,,17468222.65,3910716.27,,584045253.39,2129093827.08,416689834.0,642485079.42,,,116517388.33,,482578304.13,,1658660381.15,188991901.78,1847652282.93,3976746110.01
0,207773,000910.XSHE,2020-09-30,2020-10-28,2020-09-30,1906938514.04,,,200000000.0,,1185628841.51,76446317.52,,,,,,68136412.3,,2209838182.4,,71589562.26,5773840706.76,,,,,3918386.63,,1754423369.96,116360937.47,,,,,616692575.52,,189863499.56,,15105577.82,50706053.17,2747070400.13,8520911106.89,285564446.0,,,,,220158000.0,1423127406.01,,,,77296422.48,104930114.75,,,322550091.86,,,,,150000.0,,2879002370.14,400000.0,,16417181.76,,,18534231.06,,41337912.85,2920340282.99,547397500.0,244358220.11,,,238324742.76,,4305017141.97,,5419994911.9,180575912.0,5600570823.9,8520911106.89
0,97382,000911.XSHE,2016-09-30,2016-10-27,2016-09-30,793582400.0,,,,341929984.0,312195232.0,742753920.0,,,,312692.75,,91938608.0,,689224448.0,5061023.0,217633536.0,3194631936.0,,282470080.0,,,,,1602295168.0,56707328.0,,86059.4922,,,509834848.0,,235821952.0,4441368.5,89352704.0,46027660.0,2827037184.0,6021669376.0,3091800064.0,,,,,,173993968.0,47512988.0,,,61821064.0,33011660.0,1729942.625,,111785920.0,,,,,115186560.0,,3636841984.0,299000000.0,535493472.0,18646236.0,31734122.0,,,,1055568320.0,4692410368.0,324080928.0,1456541056.0,,,151055136.0,,-597343744.0,,1334333440.0,-5074738.0,1329258752.0,6021669376.0
0,18527,000912.XSHE,2015-06-30,2015-08-26,2015-06-30,459834176.0,,,,88025344.0,4211676.0,172565024.0,,,,4412573.0,,423576384.0,,346522432.0,,70002256.0,1569149824.0,,11820070.0,,,3559033.75,,1166522112.0,5073435648.0,51300876.0,,,,71442192.0,,,,144061360.0,413847840.0,6935988736.0,8505138688.0,2368100096.0,,,,,293460000.0,446224672.0,204081232.0,,,140952432.0,5046676.5,1317388.875,,190612496.0,,,,,777168832.0,,4426963968.0,2653810432.0,,620659520.0,,,,,3368921344.0,7795885056.0,585000000.0,973326784.0,,18904132.0,459861312.0,,-1329836800.0,,707255488.0,1998352.625,709253824.0,8505138688.0
0,105328,000912.XSHE,2017-03-31,2017-04-29,2017-03-31,282614112.0,,,,58404344.0,56449328.0,97379920.0,,,,587555.5625,,128860104.0,,442127552.0,,224023392.0,1290446336.0,,11820070.0,,,10600511.0,5779031.0,5660183040.0,295056992.0,7546184.5,1164039.25,,,228922528.0,,,,117977608.0,91234088.0,6430284288.0,7720730624.0,1671500032.0,,,,,749825024.0,618060992.0,204260464.0,,,120794512.0,5246525.0,31397966.0,,418628096.0,,,,,386710368.0,,4206423808.0,2923741952.0,,361795616.0,,,,,3394089728.0,7600513536.0,585000000.0,979355648.0,,27363122.0,459861312.0,,-1929306496.0,,120644008.0,-427088.375,120216920.0,7720730624.0
0,111947,000912.XSHE,2017-09-30,2017-10-31,2017-09-30,212129616.43,,,,39909259.75,10180403.17,227746182.21,,,,128411.11,,99298483.7,,293105171.47,,170047969.9,1052545497.74,,11820070.13,,,9970603.57,5779030.98,5705100067.72,87245823.64,7546184.61,1331795.4,,,234095918.28,,,,118677892.76,94754834.73,6276322221.82,7328867719.56,1562500000.0,,,,,604080000.0,560620081.87,273966364.98,,,122941350.4,21463399.81,99837895.5,,368014552.73,,,,,91000000.0,,3704423645.29,2917742000.0,,599038573.56,,,,,3623280992.02,7327704637.31,585000000.0,979355623.5,,28220960.53,459861327.63,,-2050395511.71,,412832.31,750249.94,1163082.25,7328867719.56
0,208335,000912.XSHE,2020-09-30,2020-10-29,2020-09-30,1782436552.49,,,,,68128942.3,529352255.82,,,,13193259.0,,11993064.6,,450088130.41,,346487747.86,3225076598.86,,,,,106091216.28,3832962.78,4143987729.8,137008158.9,,,,,144608298.1,,,72863331.08,33263082.77,12197942.43,4680352667.82,7905429266.68,,,,,,946321505.93,269002410.02,,,,3941085.89,15298073.73,700792.38,,62417298.01,,,,,85627326.0,,1762036936.93,856259843.35,,,,4938500.0,3074991.85,,929898747.93,2691935684.86,1568000000.0,5772182737.66,,8489041.55,459861327.63,,-2605708394.79,,5218999039.64,-5505457.82,5213493581.82,7905429266.68
0,217433,000912.XSHE,2020-12-31,2021-04-24,2020-12-31,1881129996.52,,,100000000.0,,43744876.28,200845475.47,,,,,,15393510.2,,454974093.72,,158744279.26,2887777061.46,,,,,191798874.72,,4121481557.04,346648644.26,,,,,143154378.88,,,70412290.13,55943714.64,5725666.26,4963833673.59,7851610735.05,,,,,,780946255.93,287507108.32,,,,62518442.72,10882302.83,,,95234336.08,,,,,86332433.21,15850324.52,1506669700.05,856259843.35,,,,,5513805.38,,929596645.3,2436266345.35,1568000000.0,5772984822.4,,2572492.72,459861327.63,,-2403094232.94,,5418326614.84,-2982225.14,5415344389.7,7851610735.05
0,103797,000913.XSHE,2016-12-31,2017-04-27,2016-12-31,487054400.0,,,,45061084.0,509686208.0,24219900.0,,,,,,136906176.0,,708622976.0,,68596880.0,1980147584.0,,104735000.0,,,456708576.0,,778206144.0,41710632.0,,,,,150822288.0,,,6432307.0,37382928.0,37173336.0,1613171200.0,3593318912.0,,,,,,49500000.0,534060288.0,112187200.0,,,66950208.0,113859544.0,355914.75,,88330152.0,,,,,26953528.0,,992196864.0,37662404.0,,,6650000.0,,,,235283232.0,1227480064.0,453536000.0,1335685120.0,,,129627032.0,,321091040.0,,2341648896.0,24189954.0,2365838848.0,3593318912.0
0,122834,000913.XSHE,2018-03-31,2018-04-28,2018-03-31,628222875.33,,,,86341663.57,688839591.27,31819973.9,,,,,,56914639.65,,768423820.28,,156826199.43,2436391939.12,,274861575.0,,,430942829.12,,779156017.51,98933738.43,,,,,146382109.92,,,4856383.43,22701134.1,64693060.75,1822526848.26,4258918787.38,200000000.0,,,,,141350000.0,865639446.15,61183009.36,,,37556248.15,42484323.12,492127.6,,93039418.5,,,,,30463138.02,,1472207710.9,6140308.99,,,6250000.0,,39359843.75,,224899600.37,1697107311.27,453536000.0,1358805199.79,,,129627035.07,,378782043.93,,2500048147.62,61763328.49,2561811476.11,4258918787.38
0,18669,000916.XSHE,2015-03-31,2015-04-25,2015-03-31,503923840.0,,,,0.0,167548032.0,410873.875,,,,10290724.0,,85864824.0,,1885769.125,315140000.0,387589184.0,1480883328.0,,762247360.0,,127498576.0,48778188.0,,3775513344.0,165812272.0,,,,,8263848.5,,,30948392.0,7466101.0,7000000.0,4933528064.0,6414411264.0,0.0,,,,,0.0,927907264.0,4170650.0,,,22252018.0,35398192.0,0.0,26902778.0,163583792.0,,,,,174740688.0,,1354955392.0,,0.0,170370128.0,,655739.3125,93584688.0,,271597216.0,1626552576.0,1090000000.0,1338333824.0,,,530800160.0,,1220752128.0,,4468696064.0,319162752.0,4787858944.0,6414411264.0
0,110877,000917.XSHE,2017-09-30,2017-10-28,2017-09-30,1426204614.4,,,,1087500.0,685810783.54,1023009668.25,,,,499059.36,,648283009.07,,3342629993.6,,833608502.27,7962004084.26,,4128343744.86,,,1906754067.45,,5925342711.2,885640489.49,,-14407.6,,,852237189.2,,943872859.04,39673624.25,12912452.02,484668779.49,15179431509.4,23141435593.66,1994595184.01,,,,,111822760.0,935192221.77,302328276.13,,,128451307.82,189167157.6,95893085.9,13366566.75,629502731.3,,,,,682303489.66,,5082622780.94,3559288004.22,2500000000.0,168000000.0,,,125710446.88,,6362748451.1,11445371232.04,1417556338.0,6130749504.97,,,207962517.53,,2622153422.52,,10750843095.11,945221266.51,11696064361.62,23141435593.66
0,136824,000917.XSHE,2018-12-31,2019-04-27,2018-12-31,2696921433.78,,,,13456706.87,1063627344.16,836092405.48,,,,,,1088031815.1,,2710114069.14,,656389001.05,9064632775.58,,3594079764.11,,,1862961574.64,36897299.36,6772575548.62,382394938.41,,,,,817755164.86,,601937944.81,57779476.29,66660108.49,11099303.39,14204141122.98,23268773898.56,653567338.12,,,,,220733562.76,1203821282.83,454439882.01,,,237000705.45,198819119.22,,,972711063.64,,,,,3083916276.69,,7025009230.72,3872861184.9,1000000000.0,168000000.0,,,70846540.83,,5150557806.23,12175567036.95,1417556338.0,6334379435.46,,,231065843.23,,2112424383.73,,10109295669.12,983911192.49,11093206861.61,23268773898.56
0,136635,000917.XSHE,2019-03-31,2019-04-27,2019-03-31,2179127850.59,,,,,,737068539.02,,,,,,1046277281.82,,2680045746.21,,1288973126.93,8863284926.02,,3698118904.51,,,1862449290.62,36815673.35,6550869584.85,582727730.48,,,,,815406777.85,,601937944.81,46772905.74,67451979.54,3200000.0,14265750791.75,23129035717.77,670000100.0,,,,,,,348392963.08,,,131160596.13,147954113.39,,,836813047.75,,,,,3373738167.25,,6754674153.5,3004439134.73,2000000000.0,168000000.0,,,70872534.63,,5275723025.11,12030397178.61,1417556338.0,6335941097.96,,,231065843.23,,2121017439.01,,10121133432.72,977505106.44,11098638539.16,23129035717.77
0,18761,000918.XSHE,2015-09-30,2015-10-31,2015-09-30,2031570304.0,,,,2730000.0,792169280.0,1123869312.0,,,,,,1374534656.0,,29476034560.0,,,34801360896.0,,16790000.0,,6100.0,268196848.0,383009632.0,346906720.0,85000.0,,,,,16892700.0,,114897752.0,60545908.0,48523864.0,502849984.0,1758704512.0,36560064512.0,7059981312.0,,,,,1013132736.0,1386901632.0,3679315200.0,,,22599116.0,817338304.0,1867170.25,7663321.0,4330940416.0,,,,,5102965248.0,,23422703616.0,7295390208.0,,,,14554826.0,,98000000.0,7886684160.0,31309387776.0,1804191488.0,-919597696.0,,,185679648.0,,2618352896.0,,3735645696.0,1515030144.0,5250676224.0,36560064512.0
0,103984,000918.XSHE,2017-03-31,2017-04-28,2017-03-31,2211432192.0,,,,2059718.0,146610864.0,197900272.0,,,,,,2787057920.0,,21727205376.0,,168958784.0,27241224192.0,,3750000.0,,6100.0,9254132.0,5615889920.0,320582208.0,,,,,,19248696.0,,114447752.0,30944710.0,56339404.0,184280000.0,6354742784.0,33595967488.0,4085299968.0,,,,,52247304.0,2053587456.0,2347440640.0,,,27290506.0,2183335936.0,16559463.0,7663321.0,11626424320.0,,,,,2134400000.0,,24534249472.0,4483599872.0,,,,9514952.0,443416544.0,,5416742400.0,29950990336.0,1804191488.0,-900719232.0,,,171514992.0,,926390400.0,,2715881216.0,929094976.0,3644976128.0,33595967488.0
0,144963,000919.XSHE,2019-06-30,2019-08-27,2019-06-30,879353382.7,,,25633316.22,236103784.16,273930035.18,3793837.01,,,,,,8502098.18,,218026028.78,,570200176.84,2215542659.07,,,,,253186788.41,13151003.15,990525135.74,112747469.67,,,6829879.19,,163857971.72,,198027841.59,1544914.26,11892710.78,7877454.79,2042521945.46,4258064604.53,,,,,,30249169.82,280218275.12,23569468.04,,,55842020.5,49243851.96,,85806227.61,175227132.36,,,,,,,700156145.41,,,,,,67536834.42,,67536834.42,767692979.83,504000000.0,462261580.69,,,360746295.82,,1626953686.46,,2957255332.68,533116292.02,3490371624.7,4258064604.53
0,110879,000922.XSHE,2017-09-30,2017-10-28,2017-09-30,296434389.46,,,,207621333.83,655533232.11,138660325.76,,,,,,16534782.14,,439678460.48,,282614358.26,2037076882.04,,,,,,,494681508.7,82436126.94,,8883.5,,,171286667.5,,,,78854153.55,,827267340.19,2864344222.23,,,,,,24157363.16,890903515.24,252799176.31,,,8402395.68,4193528.42,,,134707994.82,,,,,,,1315163973.63,,,,59000000.0,,,958333.33,62791977.78,1377955951.41,543667277.0,1142040306.59,,,120525940.55,,-319845253.32,,1486388270.82,,1486388270.82,2864344222.23
0,115911,000922.XSHE,2017-12-31,2018-03-17,2017-12-31,395381523.66,,,,253083549.01,638135412.25,55442526.32,,,,,,15594620.77,,373726239.16,,200482704.19,1931846575.36,,,,,,1471843.87,485988948.66,76424462.79,,8883.47,,,176690334.99,,,,75970649.78,,816555123.56,2748401698.92,,,,,,,711480879.01,201744146.0,,,8610486.83,16001420.97,,,153774694.83,,,,,,,1091611627.64,,,,59000000.0,40938833.0,,,102710199.55,1194321827.19,543667277.0,1142040306.59,,,120529249.43,,-252156961.29,,1554079871.73,,1554079871.73,2748401698.92
0,118195,000922.XSHE,2018-03-31,2018-04-18,2018-03-31,454184487.73,,,,155048883.26,630348207.79,67186831.38,,,,,,6088873.78,,480675243.74,,200333103.08,1993865630.76,,,,,,1437856.39,476815568.55,76050946.61,,8883.47,,,173574544.1,,,,75970649.78,,803858448.9,2797724079.66,,,,,,,722948197.72,201968948.62,,,8818690.92,17240542.76,,,138181570.46,,,,,,,1089157950.48,,,,59000000.0,40938833.0,,,102710199.55,1191868150.03,543667277.0,1142040306.59,,,120529249.43,,-200380903.39,,1605855929.63,,1605855929.63,2797724079.66
0,123987,000922.XSHE,2018-06-30,2018-08-07,2018-06-30,402221700.82,,,,285892567.39,649518644.19,59018510.14,,,,,,18486380.19,,515954035.64,,200408991.3,2131500829.67,,,,,,1403868.91,468533730.52,74932993.0,,,,,171314112.44,,,,75963443.54,,792148148.41,2923648978.08,,,,,,,711899951.63,223258057.38,,,9014062.81,15144458.64,,,143867324.66,,,,,,,1103183855.12,,,,59000000.0,53688833.0,,,115460199.55,1218644054.67,489893378.0,1195814204.59,,,120529249.43,,-101231908.61,,1705004923.41,,1705004923.41,2923648978.08
0,131949,000922.XSHE,2018-12-31,2019-03-30,2018-12-31,366640422.42,,,,416400989.42,641657573.6,78557106.74,,,,,,27795761.21,,594490388.43,,464048579.64,2589590821.46,,,,,,1335893.95,449739751.77,18747538.5,,,,,103007635.99,,,,70964109.17,,643794929.38,3233385750.84,,,,,,,708347259.73,274769375.5,,,9093068.83,21045107.79,,,174557991.93,,,,,,,1187812803.78,,,59000000.0,,148287451.4,,,212804007.31,1400616811.09,489893378.0,1195814204.59,,,144564689.37,,2496667.79,,1832768939.75,,1832768939.75,3233385750.84
0,102870,000923.XSHE,2016-12-31,2017-04-26,2016-12-31,135467648.0,,,,3299547.5,228153392.0,12083603.0,,,,,,118135152.0,,319517440.0,,1502467.375,818159232.0,,26359260.0,,,,,423319712.0,9069417.0,,,,,98916512.0,,,,33321852.0,,590986752.0,1409145984.0,175000000.0,,,,,3100000.0,221971072.0,14292262.0,,,16413541.0,61888604.0,796737.0,313725.0,442149568.0,,,,,33322400.0,,969247872.0,1080000.0,,16935444.0,,,6468578.5,,31954022.0,1001201920.0,198000000.0,163557632.0,,,16963620.0,,10017103.0,,407944096.0,,407944096.0,1409145984.0
0,127228,000923.XSHE,2018-06-30,2018-08-31,2018-06-30,3955828221.11,,,,1896039.0,945942282.09,61699368.02,,,,29746066.41,,20260791.02,,1195551035.45,,59791802.88,6270715605.98,,559083144.9,,,,,1070389040.06,2966530932.84,,,,,1044008663.72,,,,34981089.66,1583915055.07,7258907926.25,13529623532.23,668000000.0,,,,,97738903.8,731912176.15,11994433.3,,,81541127.02,46915671.45,21939533.45,313725.0,593546977.18,,,,,614585270.44,,2868487817.79,111312000.0,,675854.21,,353916160.6,1481799067.89,,2062268461.34,4930756279.13,652728961.0,4748217996.74,,,16963620.39,,1416451508.66,,6322565569.98,2276301683.12,8598867253.1,13529623532.23
0,138405,000923.XSHE,2018-12-31,2019-04-30,2018-12-31,2900470721.73,,,,5692184.61,1090637678.11,41069530.61,,,,,,26706620.88,,1091848397.49,,53100485.33,5209525618.76,,516926487.49,,,,,1062530123.77,3302536634.78,,,,,927216849.99,,,,41878483.73,1322746523.52,7173835103.28,12383360722.04,776000000.0,,,,,33016488.44,573140714.16,12305123.31,,,74656249.45,47422255.49,,,593047114.13,,,,,897520.94,,2110485465.92,108905000.0,,387987.34,,267838419.84,1427147189.66,,1909401295.6,4019886761.52,652728961.0,4748217996.74,,,17594147.48,,1492367709.83,,6354098889.31,2009375071.21,8363473960.52,12383360722.04
0,221093,000923.XSHE,2020-12-31,2021-04-29,2020-12-31,3650814373.03,,,,3860000.0,1324373295.84,50149794.05,,,,5418306.35,,14232080.61,,442947930.18,,52859717.21,5544655497.27,,,,,,372836091.05,607249333.13,4539370960.19,,,,,704852200.38,,,,10555531.96,1116883843.85,7883645561.98,13428301059.25,140000000.0,,,,,,651863993.72,7122930.19,,,94045077.89,40805659.16,250000.0,313725.0,28763779.44,,,,,44578216.8,,1013485487.34,144889903.82,,,,345368518.92,1978845914.67,,2563308973.7,3576794461.04,652728961.0,4748217996.74,,,31289587.5,,2948551020.9,,7424882165.1,2426624433.11,9851506598.21,13428301059.25
0,106233,000925.XSHE,2017-06-30,2017-08-18,2017-06-30,909185536.0,,,,19059620.0,1216745856.0,89065664.0,,,,4045693.75,,192851856.0,,397316416.0,,50375720.0,2878646528.0,,22259568.0,,247525552.0,115746160.0,,321108896.0,40233820.0,,,,,879686592.0,200003488.0,684811904.0,1637735.875,57447208.0,6665351.5,2577126144.0,5455772672.0,1395265792.0,,,,,132045128.0,727851392.0,256378496.0,,,12129517.0,7251424.5,13853436.0,,69504272.0,,,,,80393264.0,200000000.0,2894804224.0,261225872.0,,,,,,,311535968.0,3206340352.0,392925728.0,2027906176.0,,,15889360.0,,-187262400.0,,2231769856.0,17662716.0,2249432320.0,5455772672.0
0,207547,000925.XSHE,2020-09-30,2020-10-28,2020-09-30,668658331.66,,,,51843467.88,1486092968.0,271787019.8,,,,,,97959110.19,,699123773.74,,91757429.05,4060122882.04,,,,477180331.94,478327008.41,,492984599.74,289086753.88,,,,,993982172.11,51033043.83,640265634.26,7233903.72,66530756.21,58226873.64,3701421244.03,7761544126.07,1061120299.55,,,,,304382348.07,1527259117.59,,,,25197408.46,27260772.35,,,778326167.36,,,,,487355382.14,,4484780047.82,694670801.23,,102409954.03,,,,,837118761.01,5321898808.83,543489381.0,1839739835.7,25209600.0,,15889360.17,,55416351.83,,2403965195.66,35680121.58,2439645317.24,7761544126.07
0,19139,000927.XSHE,2015-03-31,2015-04-29,2015-03-31,306929184.0,,,,162192928.0,53291744.0,163022080.0,,,,,,42425572.0,,640398080.0,,793365.1875,1369052928.0,,294846.2812,,,1936947072.0,9294570.0,2868759808.0,73537456.0,,,,,426815264.0,,1624238.25,5765574.0,50462948.0,,5373501440.0,6742554624.0,1999000064.0,,,,,746749248.0,1490101760.0,54615460.0,,,124065696.0,-269778784.0,3375760.75,,680454976.0,,,,,,,4828583936.0,,,,,27728310.0,,,621187648.0,5449772032.0,1595174016.0,1339837952.0,,1599589.5,483348864.0,,-2159614208.0,,1260346112.0,32436638.0,1292782720.0,6742554624.0
